HORAPK;HORAN;HORA;MINUTO;SEGUNDO;HORAINGRESO;HORACIERREAGENCIA;HORAALMUERZO;HORASALIDA;HORALABORABLE;
155002;15:50:02;15;50;2;N;N;N;N;S;
155004;15:50:04;15;50;4;N;N;N;N;S;
155005;15:50:05;15;50;5;N;N;N;N;S;
155006;15:50:06;15;50;6;N;N;N;N;S;
155007;15:50:07;15;50;7;N;N;N;N;S;
155009;15:50:09;15;50;9;N;N;N;N;S;
155012;15:50:12;15;50;12;N;N;N;N;S;
155014;15:50:14;15;50;14;N;N;N;N;S;
155015;15:50:15;15;50;15;N;N;N;N;S;
155016;15:50:16;15;50;16;N;N;N;N;S;
155019;15:50:19;15;50;19;N;N;N;N;S;
155020;15:50:20;15;50;20;N;N;N;N;S;
155021;15:50:21;15;50;21;N;N;N;N;S;
155023;15:50:23;15;50;23;N;N;N;N;S;
155025;15:50:25;15;50;25;N;N;N;N;S;
155026;15:50:26;15;50;26;N;N;N;N;S;
155029;15:50:29;15;50;29;N;N;N;N;S;
155030;15:50:30;15;50;30;N;N;N;N;S;
155032;15:50:32;15;50;32;N;N;N;N;S;
155033;15:50:33;15;50;33;N;N;N;N;S;
155035;15:50:35;15;50;35;N;N;N;N;S;
155037;15:50:37;15;50;37;N;N;N;N;S;
155039;15:50:39;15;50;39;N;N;N;N;S;
155040;15:50:40;15;50;40;N;N;N;N;S;
155041;15:50:41;15;50;41;N;N;N;N;S;
155043;15:50:43;15;50;43;N;N;N;N;S;
155044;15:50:44;15;50;44;N;N;N;N;S;
155048;15:50:48;15;50;48;N;N;N;N;S;
155049;15:50:49;15;50;49;N;N;N;N;S;
155050;15:50:50;15;50;50;N;N;N;N;S;
155051;15:50:51;15;50;51;N;N;N;N;S;
155053;15:50:53;15;50;53;N;N;N;N;S;
155054;15:50:54;15;50;54;N;N;N;N;S;
155056;15:50:56;15;50;56;N;N;N;N;S;
155100;15:51:00;15;51;0;N;N;N;N;S;
155101;15:51:01;15;51;1;N;N;N;N;S;
155102;15:51:02;15;51;2;N;N;N;N;S;
155103;15:51:03;15;51;3;N;N;N;N;S;
155105;15:51:05;15;51;5;N;N;N;N;S;
155107;15:51:07;15;51;7;N;N;N;N;S;
155108;15:51:08;15;51;8;N;N;N;N;S;
155109;15:51:09;15;51;9;N;N;N;N;S;
155111;15:51:11;15;51;11;N;N;N;N;S;
155115;15:51:15;15;51;15;N;N;N;N;S;
155116;15:51:16;15;51;16;N;N;N;N;S;
155117;15:51:17;15;51;17;N;N;N;N;S;
155118;15:51:18;15;51;18;N;N;N;N;S;
155119;15:51:19;15;51;19;N;N;N;N;S;
155121;15:51:21;15;51;21;N;N;N;N;S;
155124;15:51:24;15;51;24;N;N;N;N;S;
155125;15:51:25;15;51;25;N;N;N;N;S;
155126;15:51:26;15;51;26;N;N;N;N;S;
155129;15:51:29;15;51;29;N;N;N;N;S;
155130;15:51:30;15;51;30;N;N;N;N;S;
155131;15:51:31;15;51;31;N;N;N;N;S;
155133;15:51:33;15;51;33;N;N;N;N;S;
155136;15:51:36;15;51;36;N;N;N;N;S;
155137;15:51:37;15;51;37;N;N;N;N;S;
155138;15:51:38;15;51;38;N;N;N;N;S;
155139;15:51:39;15;51;39;N;N;N;N;S;
155140;15:51:40;15;51;40;N;N;N;N;S;
155144;15:51:44;15;51;44;N;N;N;N;S;
155145;15:51:45;15;51;45;N;N;N;N;S;
155147;15:51:47;15;51;47;N;N;N;N;S;
155149;15:51:49;15;51;49;N;N;N;N;S;
155150;15:51:50;15;51;50;N;N;N;N;S;
155152;15:51:52;15;51;52;N;N;N;N;S;
155153;15:51:53;15;51;53;N;N;N;N;S;
155154;15:51:54;15;51;54;N;N;N;N;S;
155156;15:51:56;15;51;56;N;N;N;N;S;
155159;15:51:59;15;51;59;N;N;N;N;S;
155201;15:52:01;15;52;1;N;N;N;N;S;
155203;15:52:03;15;52;3;N;N;N;N;S;
155204;15:52:04;15;52;4;N;N;N;N;S;
155205;15:52:05;15;52;5;N;N;N;N;S;
155206;15:52:06;15;52;6;N;N;N;N;S;
155207;15:52:07;15;52;7;N;N;N;N;S;
155208;15:52:08;15;52;8;N;N;N;N;S;
155212;15:52:12;15;52;12;N;N;N;N;S;
155214;15:52:14;15;52;14;N;N;N;N;S;
155215;15:52:15;15;52;15;N;N;N;N;S;
155217;15:52:17;15;52;17;N;N;N;N;S;
155218;15:52:18;15;52;18;N;N;N;N;S;
155220;15:52:20;15;52;20;N;N;N;N;S;
155221;15:52:21;15;52;21;N;N;N;N;S;
155224;15:52:24;15;52;24;N;N;N;N;S;
155225;15:52:25;15;52;25;N;N;N;N;S;
155226;15:52:26;15;52;26;N;N;N;N;S;
155229;15:52:29;15;52;29;N;N;N;N;S;
155231;15:52:31;15;52;31;N;N;N;N;S;
155232;15:52:32;15;52;32;N;N;N;N;S;
155233;15:52:33;15;52;33;N;N;N;N;S;
155235;15:52:35;15;52;35;N;N;N;N;S;
155236;15:52:36;15;52;36;N;N;N;N;S;
155239;15:52:39;15;52;39;N;N;N;N;S;
155240;15:52:40;15;52;40;N;N;N;N;S;
155241;15:52:41;15;52;41;N;N;N;N;S;
155243;15:52:43;15;52;43;N;N;N;N;S;
155245;15:52:45;15;52;45;N;N;N;N;S;
155248;15:52:48;15;52;48;N;N;N;N;S;
155249;15:52:49;15;52;49;N;N;N;N;S;
155250;15:52:50;15;52;50;N;N;N;N;S;
155252;15:52:52;15;52;52;N;N;N;N;S;
155253;15:52:53;15;52;53;N;N;N;N;S;
155254;15:52:54;15;52;54;N;N;N;N;S;
155255;15:52:55;15;52;55;N;N;N;N;S;
155300;15:53:00;15;53;0;N;N;N;N;S;
155301;15:53:01;15;53;1;N;N;N;N;S;
155302;15:53:02;15;53;2;N;N;N;N;S;
155303;15:53:03;15;53;3;N;N;N;N;S;
155304;15:53:04;15;53;4;N;N;N;N;S;
155307;15:53:07;15;53;7;N;N;N;N;S;
155308;15:53:08;15;53;8;N;N;N;N;S;
155309;15:53:09;15;53;9;N;N;N;N;S;
155311;15:53:11;15;53;11;N;N;N;N;S;
155314;15:53:14;15;53;14;N;N;N;N;S;
155316;15:53:16;15;53;16;N;N;N;N;S;
155317;15:53:17;15;53;17;N;N;N;N;S;
155318;15:53:18;15;53;18;N;N;N;N;S;
155320;15:53:20;15;53;20;N;N;N;N;S;
155321;15:53:21;15;53;21;N;N;N;N;S;
155323;15:53:23;15;53;23;N;N;N;N;S;
155325;15:53:25;15;53;25;N;N;N;N;S;
155327;15:53:27;15;53;27;N;N;N;N;S;
155329;15:53:29;15;53;29;N;N;N;N;S;
155330;15:53:30;15;53;30;N;N;N;N;S;
155331;15:53:31;15;53;31;N;N;N;N;S;
155332;15:53:32;15;53;32;N;N;N;N;S;
155336;15:53:36;15;53;36;N;N;N;N;S;
155337;15:53:37;15;53;37;N;N;N;N;S;
155338;15:53:38;15;53;38;N;N;N;N;S;
155339;15:53:39;15;53;39;N;N;N;N;S;
155341;15:53:41;15;53;41;N;N;N;N;S;
155344;15:53:44;15;53;44;N;N;N;N;S;
155345;15:53:45;15;53;45;N;N;N;N;S;
155348;15:53:48;15;53;48;N;N;N;N;S;
155349;15:53:49;15;53;49;N;N;N;N;S;
155350;15:53:50;15;53;50;N;N;N;N;S;
155351;15:53:51;15;53;51;N;N;N;N;S;
155353;15:53:53;15;53;53;N;N;N;N;S;
155355;15:53:55;15;53;55;N;N;N;N;S;
155356;15:53:56;15;53;56;N;N;N;N;S;
155359;15:53:59;15;53;59;N;N;N;N;S;
155400;15:54:00;15;54;0;N;N;N;N;S;
155403;15:54:03;15;54;3;N;N;N;N;S;
155404;15:54:04;15;54;4;N;N;N;N;S;
155405;15:54:05;15;54;5;N;N;N;N;S;
155406;15:54:06;15;54;6;N;N;N;N;S;
155407;15:54:07;15;54;7;N;N;N;N;S;
155409;15:54:09;15;54;9;N;N;N;N;S;
155412;15:54:12;15;54;12;N;N;N;N;S;
155414;15:54:14;15;54;14;N;N;N;N;S;
155416;15:54:16;15;54;16;N;N;N;N;S;
155417;15:54:17;15;54;17;N;N;N;N;S;
155418;15:54:18;15;54;18;N;N;N;N;S;
155419;15:54:19;15;54;19;N;N;N;N;S;
155421;15:54:21;15;54;21;N;N;N;N;S;
174402;17:44:02;17;44;2;N;N;N;S;S;
174403;17:44:03;17;44;3;N;N;N;S;S;
174404;17:44:04;17;44;4;N;N;N;S;S;
174405;17:44:05;17;44;5;N;N;N;S;S;
174406;17:44:06;17;44;6;N;N;N;S;S;
174409;17:44:09;17;44;9;N;N;N;S;S;
174410;17:44:10;17;44;10;N;N;N;S;S;
174411;17:44:11;17;44;11;N;N;N;S;S;
174412;17:44:12;17;44;12;N;N;N;S;S;
174414;17:44:14;17;44;14;N;N;N;S;S;
174416;17:44:16;17;44;16;N;N;N;S;S;
174417;17:44:17;17;44;17;N;N;N;S;S;
174419;17:44:19;17;44;19;N;N;N;S;S;
174420;17:44:20;17;44;20;N;N;N;S;S;
174421;17:44:21;17;44;21;N;N;N;S;S;
174422;17:44:22;17;44;22;N;N;N;S;S;
174424;17:44:24;17;44;24;N;N;N;S;S;
174425;17:44:25;17;44;25;N;N;N;S;S;
174427;17:44:27;17;44;27;N;N;N;S;S;
174429;17:44:29;17;44;29;N;N;N;S;S;
174430;17:44:30;17;44;30;N;N;N;S;S;
174432;17:44:32;17;44;32;N;N;N;S;S;
174433;17:44:33;17;44;33;N;N;N;S;S;
174434;17:44:34;17;44;34;N;N;N;S;S;
174435;17:44:35;17;44;35;N;N;N;S;S;
174436;17:44:36;17;44;36;N;N;N;S;S;
174437;17:44:37;17;44;37;N;N;N;S;S;
174441;17:44:41;17;44;41;N;N;N;S;S;
174442;17:44:42;17;44;42;N;N;N;S;S;
174443;17:44:43;17;44;43;N;N;N;S;S;
174444;17:44:44;17;44;44;N;N;N;S;S;
174445;17:44:45;17;44;45;N;N;N;S;S;
174446;17:44:46;17;44;46;N;N;N;S;S;
174448;17:44:48;17;44;48;N;N;N;S;S;
174450;17:44:50;17;44;50;N;N;N;S;S;
174451;17:44:51;17;44;51;N;N;N;S;S;
174453;17:44:53;17;44;53;N;N;N;S;S;
174454;17:44:54;17;44;54;N;N;N;S;S;
174456;17:44:56;17;44;56;N;N;N;S;S;
174457;17:44:57;17;44;57;N;N;N;S;S;
174458;17:44:58;17;44;58;N;N;N;S;S;
174501;17:45:01;17;45;1;N;N;N;S;S;
174502;17:45:02;17;45;2;N;N;N;S;S;
174503;17:45:03;17;45;3;N;N;N;S;S;
174505;17:45:05;17;45;5;N;N;N;S;S;
174508;17:45:08;17;45;8;N;N;N;S;S;
174509;17:45:09;17;45;9;N;N;N;S;S;
174511;17:45:11;17;45;11;N;N;N;S;S;
174512;17:45:12;17;45;12;N;N;N;S;S;
174515;17:45:15;17;45;15;N;N;N;S;S;
174516;17:45:16;17;45;16;N;N;N;S;S;
174517;17:45:17;17;45;17;N;N;N;S;S;
174518;17:45:18;17;45;18;N;N;N;S;S;
174519;17:45:19;17;45;19;N;N;N;S;S;
174524;17:45:24;17;45;24;N;N;N;S;S;
174525;17:45:25;17;45;25;N;N;N;S;S;
174526;17:45:26;17;45;26;N;N;N;S;S;
174528;17:45:28;17;45;28;N;N;N;S;S;
174529;17:45:29;17;45;29;N;N;N;S;S;
174530;17:45:30;17;45;30;N;N;N;S;S;
174531;17:45:31;17;45;31;N;N;N;S;S;
174533;17:45:33;17;45;33;N;N;N;S;S;
174536;17:45:36;17;45;36;N;N;N;S;S;
174538;17:45:38;17;45;38;N;N;N;S;S;
174539;17:45:39;17;45;39;N;N;N;S;S;
174540;17:45:40;17;45;40;N;N;N;S;S;
174543;17:45:43;17;45;43;N;N;N;S;S;
174544;17:45:44;17;45;44;N;N;N;S;S;
174545;17:45:45;17;45;45;N;N;N;S;S;
174547;17:45:47;17;45;47;N;N;N;S;S;
174549;17:45:49;17;45;49;N;N;N;S;S;
174550;17:45:50;17;45;50;N;N;N;S;S;
174553;17:45:53;17;45;53;N;N;N;S;S;
174554;17:45:54;17;45;54;N;N;N;S;S;
174556;17:45:56;17;45;56;N;N;N;S;S;
174557;17:45:57;17;45;57;N;N;N;S;S;
174559;17:45:59;17;45;59;N;N;N;S;S;
174601;17:46:01;17;46;1;N;N;N;S;S;
174603;17:46:03;17;46;3;N;N;N;S;S;
174604;17:46:04;17;46;4;N;N;N;S;S;
174605;17:46:05;17;46;5;N;N;N;S;S;
174607;17:46:07;17;46;7;N;N;N;S;S;
174608;17:46:08;17;46;8;N;N;N;S;S;
174612;17:46:12;17;46;12;N;N;N;S;S;
174613;17:46:13;17;46;13;N;N;N;S;S;
174614;17:46:14;17;46;14;N;N;N;S;S;
174615;17:46:15;17;46;15;N;N;N;S;S;
174617;17:46:17;17;46;17;N;N;N;S;S;
174618;17:46:18;17;46;18;N;N;N;S;S;
174620;17:46:20;17;46;20;N;N;N;S;S;
174624;17:46:24;17;46;24;N;N;N;S;S;
174625;17:46:25;17;46;25;N;N;N;S;S;
174626;17:46:26;17;46;26;N;N;N;S;S;
174627;17:46:27;17;46;27;N;N;N;S;S;
174629;17:46:29;17;46;29;N;N;N;S;S;
174631;17:46:31;17;46;31;N;N;N;S;S;
174632;17:46:32;17;46;32;N;N;N;S;S;
174633;17:46:33;17;46;33;N;N;N;S;S;
174635;17:46:35;17;46;35;N;N;N;S;S;
174639;17:46:39;17;46;39;N;N;N;S;S;
174640;17:46:40;17;46;40;N;N;N;S;S;
174641;17:46:41;17;46;41;N;N;N;S;S;
174642;17:46:42;17;46;42;N;N;N;S;S;
174643;17:46:43;17;46;43;N;N;N;S;S;
174645;17:46:45;17;46;45;N;N;N;S;S;
174648;17:46:48;17;46;48;N;N;N;S;S;
174649;17:46:49;17;46;49;N;N;N;S;S;
174650;17:46:50;17;46;50;N;N;N;S;S;
174653;17:46:53;17;46;53;N;N;N;S;S;
174654;17:46:54;17;46;54;N;N;N;S;S;
174655;17:46:55;17;46;55;N;N;N;S;S;
174657;17:46:57;17;46;57;N;N;N;S;S;
174700;17:47:00;17;47;0;N;N;N;S;S;
174701;17:47:01;17;47;1;N;N;N;S;S;
174702;17:47:02;17;47;2;N;N;N;S;S;
174703;17:47:03;17;47;3;N;N;N;S;S;
174704;17:47:04;17;47;4;N;N;N;S;S;
174708;17:47:08;17;47;8;N;N;N;S;S;
174709;17:47:09;17;47;9;N;N;N;S;S;
174711;17:47:11;17;47;11;N;N;N;S;S;
174713;17:47:13;17;47;13;N;N;N;S;S;
174714;17:47:14;17;47;14;N;N;N;S;S;
174716;17:47:16;17;47;16;N;N;N;S;S;
174717;17:47:17;17;47;17;N;N;N;S;S;
174718;17:47:18;17;47;18;N;N;N;S;S;
174720;17:47:20;17;47;20;N;N;N;S;S;
174723;17:47:23;17;47;23;N;N;N;S;S;
174725;17:47:25;17;47;25;N;N;N;S;S;
174727;17:47:27;17;47;27;N;N;N;S;S;
174728;17:47:28;17;47;28;N;N;N;S;S;
174729;17:47:29;17;47;29;N;N;N;S;S;
174730;17:47:30;17;47;30;N;N;N;S;S;
174731;17:47:31;17;47;31;N;N;N;S;S;
174732;17:47:32;17;47;32;N;N;N;S;S;
174736;17:47:36;17;47;36;N;N;N;S;S;
174738;17:47:38;17;47;38;N;N;N;S;S;
174739;17:47:39;17;47;39;N;N;N;S;S;
174741;17:47:41;17;47;41;N;N;N;S;S;
174742;17:47:42;17;47;42;N;N;N;S;S;
174744;17:47:44;17;47;44;N;N;N;S;S;
174745;17:47:45;17;47;45;N;N;N;S;S;
174748;17:47:48;17;47;48;N;N;N;S;S;
174749;17:47:49;17;47;49;N;N;N;S;S;
174750;17:47:50;17;47;50;N;N;N;S;S;
174753;17:47:53;17;47;53;N;N;N;S;S;
174755;17:47:55;17;47;55;N;N;N;S;S;
174756;17:47:56;17;47;56;N;N;N;S;S;
174757;17:47:57;17;47;57;N;N;N;S;S;
174759;17:47:59;17;47;59;N;N;N;S;S;
174800;17:48:00;17;48;0;N;N;N;S;S;
174803;17:48:03;17;48;3;N;N;N;S;S;
174804;17:48:04;17;48;4;N;N;N;S;S;
174805;17:48:05;17;48;5;N;N;N;S;S;
174807;17:48:07;17;48;7;N;N;N;S;S;
174809;17:48:09;17;48;9;N;N;N;S;S;
174812;17:48:12;17;48;12;N;N;N;S;S;
174813;17:48:13;17;48;13;N;N;N;S;S;
174814;17:48:14;17;48;14;N;N;N;S;S;
174816;17:48:16;17;48;16;N;N;N;S;S;
174817;17:48:17;17;48;17;N;N;N;S;S;
174818;17:48:18;17;48;18;N;N;N;S;S;
174819;17:48:19;17;48;19;N;N;N;S;S;
174824;17:48:24;17;48;24;N;N;N;S;S;
174825;17:48:25;17;48;25;N;N;N;S;S;
174826;17:48:26;17;48;26;N;N;N;S;S;
174827;17:48:27;17;48;27;N;N;N;S;S;
174828;17:48:28;17;48;28;N;N;N;S;S;
174831;17:48:31;17;48;31;N;N;N;S;S;
174832;17:48:32;17;48;32;N;N;N;S;S;
174833;17:48:33;17;48;33;N;N;N;S;S;
174835;17:48:35;17;48;35;N;N;N;S;S;
174838;17:48:38;17;48;38;N;N;N;S;S;
174840;17:48:40;17;48;40;N;N;N;S;S;
174841;17:48:41;17;48;41;N;N;N;S;S;
174842;17:48:42;17;48;42;N;N;N;S;S;
174844;17:48:44;17;48;44;N;N;N;S;S;
174845;17:48:45;17;48;45;N;N;N;S;S;
174847;17:48:47;17;48;47;N;N;N;S;S;
174849;17:48:49;17;48;49;N;N;N;S;S;
174851;17:48:51;17;48;51;N;N;N;S;S;
174853;17:48:53;17;48;53;N;N;N;S;S;
174854;17:48:54;17;48;54;N;N;N;S;S;
174855;17:48:55;17;48;55;N;N;N;S;S;
174856;17:48:56;17;48;56;N;N;N;S;S;
174900;17:49:00;17;49;0;N;N;N;S;S;
174901;17:49:01;17;49;1;N;N;N;S;S;
174902;17:49:02;17;49;2;N;N;N;S;S;
174903;17:49:03;17;49;3;N;N;N;S;S;
174905;17:49:05;17;49;5;N;N;N;S;S;
174908;17:49:08;17;49;8;N;N;N;S;S;
174909;17:49:09;17;49;9;N;N;N;S;S;
174912;17:49:12;17;49;12;N;N;N;S;S;
174913;17:49:13;17;49;13;N;N;N;S;S;
174914;17:49:14;17;49;14;N;N;N;S;S;
174915;17:49:15;17;49;15;N;N;N;S;S;
174917;17:49:17;17;49;17;N;N;N;S;S;
174919;17:49:19;17;49;19;N;N;N;S;S;
174920;17:49:20;17;49;20;N;N;N;S;S;
174923;17:49:23;17;49;23;N;N;N;S;S;
174924;17:49:24;17;49;24;N;N;N;S;S;
174927;17:49:27;17;49;27;N;N;N;S;S;
174928;17:49:28;17;49;28;N;N;N;S;S;
174929;17:49:29;17;49;29;N;N;N;S;S;
174930;17:49:30;17;49;30;N;N;N;S;S;
174931;17:49:31;17;49;31;N;N;N;S;S;
174933;17:49:33;17;49;33;N;N;N;S;S;
174936;17:49:36;17;49;36;N;N;N;S;S;
174938;17:49:38;17;49;38;N;N;N;S;S;
174940;17:49:40;17;49;40;N;N;N;S;S;
174941;17:49:41;17;49;41;N;N;N;S;S;
174942;17:49:42;17;49;42;N;N;N;S;S;
174943;17:49:43;17;49;43;N;N;N;S;S;
174945;17:49:45;17;49;45;N;N;N;S;S;
133007;13:30:07;13;30;7;N;N;S;N;S;
133008;13:30:08;13;30;8;N;N;S;N;S;
133009;13:30:09;13;30;9;N;N;S;N;S;
133010;13:30:10;13;30;10;N;N;S;N;S;
133013;13:30:13;13;30;13;N;N;S;N;S;
133014;13:30:14;13;30;14;N;N;S;N;S;
133015;13:30:15;13;30;15;N;N;S;N;S;
133016;13:30:16;13;30;16;N;N;S;N;S;
133017;13:30:17;13;30;17;N;N;S;N;S;
133019;13:30:19;13;30;19;N;N;S;N;S;
133021;13:30:21;13;30;21;N;N;S;N;S;
133023;13:30:23;13;30;23;N;N;S;N;S;
133024;13:30:24;13;30;24;N;N;S;N;S;
133025;13:30:25;13;30;25;N;N;S;N;S;
133026;13:30:26;13;30;26;N;N;S;N;S;
133027;13:30:27;13;30;27;N;N;S;N;S;
133029;13:30:29;13;30;29;N;N;S;N;S;
133030;13:30:30;13;30;30;N;N;S;N;S;
133033;13:30:33;13;30;33;N;N;S;N;S;
133034;13:30:34;13;30;34;N;N;S;N;S;
133035;13:30:35;13;30;35;N;N;S;N;S;
133037;13:30:37;13;30;37;N;N;S;N;S;
133038;13:30:38;13;30;38;N;N;S;N;S;
133039;13:30:39;13;30;39;N;N;S;N;S;
133040;13:30:40;13;30;40;N;N;S;N;S;
133041;13:30:41;13;30;41;N;N;S;N;S;
133043;13:30:43;13;30;43;N;N;S;N;S;
133046;13:30:46;13;30;46;N;N;S;N;S;
133047;13:30:47;13;30;47;N;N;S;N;S;
133048;13:30:48;13;30;48;N;N;S;N;S;
133049;13:30:49;13;30;49;N;N;S;N;S;
133050;13:30:50;13;30;50;N;N;S;N;S;
133051;13:30:51;13;30;51;N;N;S;N;S;
133054;13:30:54;13;30;54;N;N;S;N;S;
133055;13:30:55;13;30;55;N;N;S;N;S;
133056;13:30:56;13;30;56;N;N;S;N;S;
133058;13:30:58;13;30;58;N;N;S;N;S;
133059;13:30:59;13;30;59;N;N;S;N;S;
133101;13:31:01;13;31;1;N;N;S;N;S;
133102;13:31:02;13;31;2;N;N;S;N;S;
133105;13:31:05;13;31;5;N;N;S;N;S;
133106;13:31:06;13;31;6;N;N;S;N;S;
133107;13:31:07;13;31;7;N;N;S;N;S;
133109;13:31:09;13;31;9;N;N;S;N;S;
133110;13:31:10;13;31;10;N;N;S;N;S;
133113;13:31:13;13;31;13;N;N;S;N;S;
133114;13:31:14;13;31;14;N;N;S;N;S;
133116;13:31:16;13;31;16;N;N;S;N;S;
133119;13:31:19;13;31;19;N;N;S;N;S;
133120;13:31:20;13;31;20;N;N;S;N;S;
133121;13:31:21;13;31;21;N;N;S;N;S;
133122;13:31:22;13;31;22;N;N;S;N;S;
133123;13:31:23;13;31;23;N;N;S;N;S;
133124;13:31:24;13;31;24;N;N;S;N;S;
133129;13:31:29;13;31;29;N;N;S;N;S;
133130;13:31:30;13;31;30;N;N;S;N;S;
133131;13:31:31;13;31;31;N;N;S;N;S;
133133;13:31:33;13;31;33;N;N;S;N;S;
133134;13:31:34;13;31;34;N;N;S;N;S;
133135;13:31:35;13;31;35;N;N;S;N;S;
133137;13:31:37;13;31;37;N;N;S;N;S;
133138;13:31:38;13;31;38;N;N;S;N;S;
133141;13:31:41;13;31;41;N;N;S;N;S;
133143;13:31:43;13;31;43;N;N;S;N;S;
133144;13:31:44;13;31;44;N;N;S;N;S;
133147;13:31:47;13;31;47;N;N;S;N;S;
133148;13:31:48;13;31;48;N;N;S;N;S;
133149;13:31:49;13;31;49;N;N;S;N;S;
133150;13:31:50;13;31;50;N;N;S;N;S;
133152;13:31:52;13;31;52;N;N;S;N;S;
133154;13:31:54;13;31;54;N;N;S;N;S;
133156;13:31:56;13;31;56;N;N;S;N;S;
133158;13:31:58;13;31;58;N;N;S;N;S;
133159;13:31:59;13;31;59;N;N;S;N;S;
133201;13:32:01;13;32;1;N;N;S;N;S;
133202;13:32:02;13;32;2;N;N;S;N;S;
133205;13:32:05;13;32;5;N;N;S;N;S;
133206;13:32:06;13;32;6;N;N;S;N;S;
133208;13:32:08;13;32;8;N;N;S;N;S;
133209;13:32:09;13;32;9;N;N;S;N;S;
133210;13:32:10;13;32;10;N;N;S;N;S;
133212;13:32:12;13;32;12;N;N;S;N;S;
133215;13:32:15;13;32;15;N;N;S;N;S;
133217;13:32:17;13;32;17;N;N;S;N;S;
133218;13:32:18;13;32;18;N;N;S;N;S;
133219;13:32:19;13;32;19;N;N;S;N;S;
133220;13:32:20;13;32;20;N;N;S;N;S;
133222;13:32:22;13;32;22;N;N;S;N;S;
133224;13:32:24;13;32;24;N;N;S;N;S;
133225;13:32:25;13;32;25;N;N;S;N;S;
133229;13:32:29;13;32;29;N;N;S;N;S;
133230;13:32:30;13;32;30;N;N;S;N;S;
133231;13:32:31;13;32;31;N;N;S;N;S;
133233;13:32:33;13;32;33;N;N;S;N;S;
133234;13:32:34;13;32;34;N;N;S;N;S;
133236;13:32:36;13;32;36;N;N;S;N;S;
133237;13:32:37;13;32;37;N;N;S;N;S;
133238;13:32:38;13;32;38;N;N;S;N;S;
133240;13:32:40;13;32;40;N;N;S;N;S;
133244;13:32:44;13;32;44;N;N;S;N;S;
133245;13:32:45;13;32;45;N;N;S;N;S;
133246;13:32:46;13;32;46;N;N;S;N;S;
133247;13:32:47;13;32;47;N;N;S;N;S;
133248;13:32:48;13;32;48;N;N;S;N;S;
133250;13:32:50;13;32;50;N;N;S;N;S;
133253;13:32:53;13;32;53;N;N;S;N;S;
133254;13:32:54;13;32;54;N;N;S;N;S;
133255;13:32:55;13;32;55;N;N;S;N;S;
133258;13:32:58;13;32;58;N;N;S;N;S;
133259;13:32:59;13;32;59;N;N;S;N;S;
133301;13:33:01;13;33;1;N;N;S;N;S;
133302;13:33:02;13;33;2;N;N;S;N;S;
133305;13:33:05;13;33;5;N;N;S;N;S;
133306;13:33:06;13;33;6;N;N;S;N;S;
133307;13:33:07;13;33;7;N;N;S;N;S;
133308;13:33:08;13;33;8;N;N;S;N;S;
133311;13:33:11;13;33;11;N;N;S;N;S;
133313;13:33:13;13;33;13;N;N;S;N;S;
133314;13:33:14;13;33;14;N;N;S;N;S;
133316;13:33:16;13;33;16;N;N;S;N;S;
133318;13:33:18;13;33;18;N;N;S;N;S;
133320;13:33:20;13;33;20;N;N;S;N;S;
133321;13:33:21;13;33;21;N;N;S;N;S;
133322;13:33:22;13;33;22;N;N;S;N;S;
133323;13:33:23;13;33;23;N;N;S;N;S;
133325;13:33:25;13;33;25;N;N;S;N;S;
133329;13:33:29;13;33;29;N;N;S;N;S;
133330;13:33:30;13;33;30;N;N;S;N;S;
133332;13:33:32;13;33;32;N;N;S;N;S;
133333;13:33:33;13;33;33;N;N;S;N;S;
133334;13:33:34;13;33;34;N;N;S;N;S;
133335;13:33:35;13;33;35;N;N;S;N;S;
133336;13:33:36;13;33;36;N;N;S;N;S;
133339;13:33:39;13;33;39;N;N;S;N;S;
133341;13:33:41;13;33;41;N;N;S;N;S;
133343;13:33:43;13;33;43;N;N;S;N;S;
133344;13:33:44;13;33;44;N;N;S;N;S;
133346;13:33:46;13;33;46;N;N;S;N;S;
133348;13:33:48;13;33;48;N;N;S;N;S;
133349;13:33:49;13;33;49;N;N;S;N;S;
133350;13:33:50;13;33;50;N;N;S;N;S;
133353;13:33:53;13;33;53;N;N;S;N;S;
133354;13:33:54;13;33;54;N;N;S;N;S;
133355;13:33:55;13;33;55;N;N;S;N;S;
133358;13:33:58;13;33;58;N;N;S;N;S;
133400;13:34:00;13;34;0;N;N;S;N;S;
133401;13:34:01;13;34;1;N;N;S;N;S;
133402;13:34:02;13;34;2;N;N;S;N;S;
133404;13:34:04;13;34;4;N;N;S;N;S;
133407;13:34:07;13;34;7;N;N;S;N;S;
133408;13:34:08;13;34;8;N;N;S;N;S;
133409;13:34:09;13;34;9;N;N;S;N;S;
133410;13:34:10;13;34;10;N;N;S;N;S;
133412;13:34:12;13;34;12;N;N;S;N;S;
133414;13:34:14;13;34;14;N;N;S;N;S;
133417;13:34:17;13;34;17;N;N;S;N;S;
133418;13:34:18;13;34;18;N;N;S;N;S;
133419;13:34:19;13;34;19;N;N;S;N;S;
133421;13:34:21;13;34;21;N;N;S;N;S;
133422;13:34:22;13;34;22;N;N;S;N;S;
133423;13:34:23;13;34;23;N;N;S;N;S;
133425;13:34:25;13;34;25;N;N;S;N;S;
133429;13:34:29;13;34;29;N;N;S;N;S;
133430;13:34:30;13;34;30;N;N;S;N;S;
133431;13:34:31;13;34;31;N;N;S;N;S;
