HORAPK;HORAN;HORA;MINUTO;SEGUNDO;HORAINGRESO;HORACIERREAGENCIA;HORAALMUERZO;HORASALIDA;HORALABORABLE;
626;00:06:26;0;6;26;N;N;N;N;N;00:06:26
627;00:06:27;0;6;27;N;N;N;N;N;
628;00:06:28;0;6;28;N;N;N;N;N;
631;00:06:31;0;6;31;N;N;N;N;N;
632;00:06:32;0;6;32;N;N;N;N;N;
633;00:06:33;0;6;33;N;N;N;N;N;
634;00:06:34;0;6;34;N;N;N;N;N;
635;00:06:35;0;6;35;N;N;N;N;N;
638;00:06:38;0;6;38;N;N;N;N;N;
640;00:06:40;0;6;40;N;N;N;N;N;
641;00:06:41;0;6;41;N;N;N;N;N;
642;00:06:42;0;6;42;N;N;N;N;N;
643;00:06:43;0;6;43;N;N;N;N;N;
645;00:06:45;0;6;45;N;N;N;N;N;
646;00:06:46;0;6;46;N;N;N;N;N;
647;00:06:47;0;6;47;N;N;N;N;N;
650;00:06:50;0;6;50;N;N;N;N;N;
653;00:06:53;0;6;53;N;N;N;N;N;
654;00:06:54;0;6;54;N;N;N;N;N;
655;00:06:55;0;6;55;N;N;N;N;N;
656;00:06:56;0;6;56;N;N;N;N;N;
657;00:06:57;0;6;57;N;N;N;N;N;
701;00:07:01;0;7;1;N;N;N;N;N;
702;00:07:02;0;7;2;N;N;N;N;N;
705;00:07:05;0;7;5;N;N;N;N;N;
706;00:07:06;0;7;6;N;N;N;N;N;
708;00:07:08;0;7;8;N;N;N;N;N;
709;00:07:09;0;7;9;N;N;N;N;N;
712;00:07:12;0;7;12;N;N;N;N;N;
713;00:07:13;0;7;13;N;N;N;N;N;
714;00:07:14;0;7;14;N;N;N;N;N;
717;00:07:17;0;7;17;N;N;N;N;N;
719;00:07:19;0;7;19;N;N;N;N;N;
720;00:07:20;0;7;20;N;N;N;N;N;
723;00:07:23;0;7;23;N;N;N;N;N;
725;00:07:25;0;7;25;N;N;N;N;N;
726;00:07:26;0;7;26;N;N;N;N;N;
727;00:07:27;0;7;27;N;N;N;N;N;
729;00:07:29;0;7;29;N;N;N;N;N;
730;00:07:30;0;7;30;N;N;N;N;N;
735;00:07:35;0;7;35;N;N;N;N;N;
736;00:07:36;0;7;36;N;N;N;N;N;
737;00:07:37;0;7;37;N;N;N;N;N;
738;00:07:38;0;7;38;N;N;N;N;N;
739;00:07:39;0;7;39;N;N;N;N;N;
742;00:07:42;0;7;42;N;N;N;N;N;
743;00:07:43;0;7;43;N;N;N;N;N;
745;00:07:45;0;7;45;N;N;N;N;N;
748;00:07:48;0;7;48;N;N;N;N;N;
750;00:07:50;0;7;50;N;N;N;N;N;
751;00:07:51;0;7;51;N;N;N;N;N;
753;00:07:53;0;7;53;N;N;N;N;N;
754;00:07:54;0;7;54;N;N;N;N;N;
756;00:07:56;0;7;56;N;N;N;N;N;
759;00:07:59;0;7;59;N;N;N;N;N;
800;00:08:00;0;8;0;N;N;N;N;N;
802;00:08:02;0;8;2;N;N;N;N;N;
803;00:08:03;0;8;3;N;N;N;N;N;
805;00:08:05;0;8;5;N;N;N;N;N;
808;00:08:08;0;8;8;N;N;N;N;N;
809;00:08:09;0;8;9;N;N;N;N;N;
811;00:08:11;0;8;11;N;N;N;N;N;
812;00:08:12;0;8;12;N;N;N;N;N;
813;00:08:13;0;8;13;N;N;N;N;N;
817;00:08:17;0;8;17;N;N;N;N;N;
819;00:08:19;0;8;19;N;N;N;N;N;
820;00:08:20;0;8;20;N;N;N;N;N;
821;00:08:21;0;8;21;N;N;N;N;N;
824;00:08:24;0;8;24;N;N;N;N;N;
825;00:08:25;0;8;25;N;N;N;N;N;
826;00:08:26;0;8;26;N;N;N;N;N;
827;00:08:27;0;8;27;N;N;N;N;N;
832;00:08:32;0;8;32;N;N;N;N;N;
833;00:08:33;0;8;33;N;N;N;N;N;
835;00:08:35;0;8;35;N;N;N;N;N;
836;00:08:36;0;8;36;N;N;N;N;N;
837;00:08:37;0;8;37;N;N;N;N;N;
838;00:08:38;0;8;38;N;N;N;N;N;
842;00:08:42;0;8;42;N;N;N;N;N;
843;00:08:43;0;8;43;N;N;N;N;N;
845;00:08:45;0;8;45;N;N;N;N;N;
847;00:08:47;0;8;47;N;N;N;N;N;
849;00:08:49;0;8;49;N;N;N;N;N;
850;00:08:50;0;8;50;N;N;N;N;N;
853;00:08:53;0;8;53;N;N;N;N;N;
854;00:08:54;0;8;54;N;N;N;N;N;
855;00:08:55;0;8;55;N;N;N;N;N;
857;00:08:57;0;8;57;N;N;N;N;N;
900;00:09:00;0;9;0;N;N;N;N;N;
901;00:09:01;0;9;1;N;N;N;N;N;
903;00:09:03;0;9;3;N;N;N;N;N;
906;00:09:06;0;9;6;N;N;N;N;N;
907;00:09:07;0;9;7;N;N;N;N;N;
908;00:09:08;0;9;8;N;N;N;N;N;
909;00:09:09;0;9;9;N;N;N;N;N;
911;00:09:11;0;9;11;N;N;N;N;N;
915;00:09:15;0;9;15;N;N;N;N;N;
917;00:09:17;0;9;17;N;N;N;N;N;
918;00:09:18;0;9;18;N;N;N;N;N;
919;00:09:19;0;9;19;N;N;N;N;N;
920;00:09:20;0;9;20;N;N;N;N;N;
923;00:09:23;0;9;23;N;N;N;N;N;
924;00:09:24;0;9;24;N;N;N;N;N;
926;00:09:26;0;9;26;N;N;N;N;N;
929;00:09:29;0;9;29;N;N;N;N;N;
931;00:09:31;0;9;31;N;N;N;N;N;
932;00:09:32;0;9;32;N;N;N;N;N;
933;00:09:33;0;9;33;N;N;N;N;N;
935;00:09:35;0;9;35;N;N;N;N;N;
937;00:09:37;0;9;37;N;N;N;N;N;
939;00:09:39;0;9;39;N;N;N;N;N;
941;00:09:41;0;9;41;N;N;N;N;N;
943;00:09:43;0;9;43;N;N;N;N;N;
944;00:09:44;0;9;44;N;N;N;N;N;
945;00:09:45;0;9;45;N;N;N;N;N;
949;00:09:49;0;9;49;N;N;N;N;N;
950;00:09:50;0;9;50;N;N;N;N;N;
951;00:09:51;0;9;51;N;N;N;N;N;
953;00:09:53;0;9;53;N;N;N;N;N;
954;00:09:54;0;9;54;N;N;N;N;N;
957;00:09:57;0;9;57;N;N;N;N;N;
1000;00:10:00;0;10;0;N;N;N;N;N;
1001;00:10:01;0;10;1;N;N;N;N;N;
1002;00:10:02;0;10;2;N;N;N;N;N;
1005;00:10:05;0;10;5;N;N;N;N;N;
1006;00:10:06;0;10;6;N;N;N;N;N;
1007;00:10:07;0;10;7;N;N;N;N;N;
1008;00:10:08;0;10;8;N;N;N;N;N;
1013;00:10:13;0;10;13;N;N;N;N;N;
1014;00:10:14;0;10;14;N;N;N;N;N;
1015;00:10:15;0;10;15;N;N;N;N;N;
1017;00:10:17;0;10;17;N;N;N;N;N;
1018;00:10:18;0;10;18;N;N;N;N;N;
1019;00:10:19;0;10;19;N;N;N;N;N;
1023;00:10:23;0;10;23;N;N;N;N;N;
1024;00:10:24;0;10;24;N;N;N;N;N;
1026;00:10:26;0;10;26;N;N;N;N;N;
1027;00:10:27;0;10;27;N;N;N;N;N;
1030;00:10:30;0;10;30;N;N;N;N;N;
1031;00:10:31;0;10;31;N;N;N;N;N;
1033;00:10:33;0;10;33;N;N;N;N;N;
1035;00:10:35;0;10;35;N;N;N;N;N;
1036;00:10:36;0;10;36;N;N;N;N;N;
1038;00:10:38;0;10;38;N;N;N;N;N;
1041;00:10:41;0;10;41;N;N;N;N;N;
1042;00:10:42;0;10;42;N;N;N;N;N;
1044;00:10:44;0;10;44;N;N;N;N;N;
1047;00:10:47;0;10;47;N;N;N;N;N;
1048;00:10:48;0;10;48;N;N;N;N;N;
1049;00:10:49;0;10;49;N;N;N;N;N;
1050;00:10:50;0;10;50;N;N;N;N;N;
1051;00:10:51;0;10;51;N;N;N;N;N;
1056;00:10:56;0;10;56;N;N;N;N;N;
1057;00:10:57;0;10;57;N;N;N;N;N;
1059;00:10:59;0;10;59;N;N;N;N;N;
1100;00:11:00;0;11;0;N;N;N;N;N;
1101;00:11:01;0;11;1;N;N;N;N;N;
1103;00:11:03;0;11;3;N;N;N;N;N;
1105;00:11:05;0;11;5;N;N;N;N;N;
1107;00:11:07;0;11;7;N;N;N;N;N;
1109;00:11:09;0;11;9;N;N;N;N;N;
1112;00:11:12;0;11;12;N;N;N;N;N;
1113;00:11:13;0;11;13;N;N;N;N;N;
1114;00:11:14;0;11;14;N;N;N;N;N;
1115;00:11:15;0;11;15;N;N;N;N;N;
1118;00:11:18;0;11;18;N;N;N;N;N;
1120;00:11:20;0;11;20;N;N;N;N;N;
1121;00:11:21;0;11;21;N;N;N;N;N;
1124;00:11:24;0;11;24;N;N;N;N;N;
1125;00:11:25;0;11;25;N;N;N;N;N;
1126;00:11:26;0;11;26;N;N;N;N;N;
1130;00:11:30;0;11;30;N;N;N;N;N;
1131;00:11:31;0;11;31;N;N;N;N;N;
1132;00:11:32;0;11;32;N;N;N;N;N;
1133;00:11:33;0;11;33;N;N;N;N;N;
1135;00:11:35;0;11;35;N;N;N;N;N;
1138;00:11:38;0;11;38;N;N;N;N;N;
1141;00:11:41;0;11;41;N;N;N;N;N;
1142;00:11:42;0;11;42;N;N;N;N;N;
1143;00:11:43;0;11;43;N;N;N;N;N;
1145;00:11:45;0;11;45;N;N;N;N;N;
1147;00:11:47;0;11;47;N;N;N;N;N;
1148;00:11:48;0;11;48;N;N;N;N;N;
1149;00:11:49;0;11;49;N;N;N;N;N;
1154;00:11:54;0;11;54;N;N;N;N;N;
1155;00:11:55;0;11;55;N;N;N;N;N;
1156;00:11:56;0;11;56;N;N;N;N;N;
1157;00:11:57;0;11;57;N;N;N;N;N;
1159;00:11:59;0;11;59;N;N;N;N;N;
1200;00:12:00;0;12;0;N;N;N;N;N;
1203;00:12:03;0;12;3;N;N;N;N;N;
1205;00:12:05;0;12;5;N;N;N;N;N;
1207;00:12:07;0;12;7;N;N;N;N;N;
1208;00:12:08;0;12;8;N;N;N;N;N;
1211;00:12:11;0;12;11;N;N;N;N;N;
1212;00:12:12;0;12;12;N;N;N;N;N;
1214;00:12:14;0;12;14;N;N;N;N;N;
1215;00:12:15;0;12;15;N;N;N;N;N;
1217;00:12:17;0;12;17;N;N;N;N;N;
1219;00:12:19;0;12;19;N;N;N;N;N;
1221;00:12:21;0;12;21;N;N;N;N;N;
1223;00:12:23;0;12;23;N;N;N;N;N;
1225;00:12:25;0;12;25;N;N;N;N;N;
1227;00:12:27;0;12;27;N;N;N;N;N;
1229;00:12:29;0;12;29;N;N;N;N;N;
1230;00:12:30;0;12;30;N;N;N;N;N;
1231;00:12:31;0;12;31;N;N;N;N;N;
1232;00:12:32;0;12;32;N;N;N;N;N;
1237;00:12:37;0;12;37;N;N;N;N;N;
1238;00:12:38;0;12;38;N;N;N;N;N;
1239;00:12:39;0;12;39;N;N;N;N;N;
1241;00:12:41;0;12;41;N;N;N;N;N;
1242;00:12:42;0;12;42;N;N;N;N;N;
1244;00:12:44;0;12;44;N;N;N;N;N;
1245;00:12:45;0;12;45;N;N;N;N;N;
1247;00:12:47;0;12;47;N;N;N;N;N;
1249;00:12:49;0;12;49;N;N;N;N;N;
1250;00:12:50;0;12;50;N;N;N;N;N;
1251;00:12:51;0;12;51;N;N;N;N;N;
1254;00:12:54;0;12;54;N;N;N;N;N;
1255;00:12:55;0;12;55;N;N;N;N;N;
1256;00:12:56;0;12;56;N;N;N;N;N;
1257;00:12:57;0;12;57;N;N;N;N;N;
1258;00:12:58;0;12;58;N;N;N;N;N;
1301;00:13:01;0;13;1;N;N;N;N;N;
1303;00:13:03;0;13;3;N;N;N;N;N;
1304;00:13:04;0;13;4;N;N;N;N;N;
1305;00:13:05;0;13;5;N;N;N;N;N;
1307;00:13:07;0;13;7;N;N;N;N;N;
1308;00:13:08;0;13;8;N;N;N;N;N;
1309;00:13:09;0;13;9;N;N;N;N;N;
1312;00:13:12;0;13;12;N;N;N;N;N;
1315;00:13:15;0;13;15;N;N;N;N;N;
1316;00:13:16;0;13;16;N;N;N;N;N;
1317;00:13:17;0;13;17;N;N;N;N;N;
1318;00:13:18;0;13;18;N;N;N;N;N;
1319;00:13:19;0;13;19;N;N;N;N;N;
1321;00:13:21;0;13;21;N;N;N;N;N;
1324;00:13:24;0;13;24;N;N;N;N;N;
1327;00:13:27;0;13;27;N;N;N;N;N;
1328;00:13:28;0;13;28;N;N;N;N;N;
1329;00:13:29;0;13;29;N;N;N;N;N;
1331;00:13:31;0;13;31;N;N;N;N;N;
1333;00:13:33;0;13;33;N;N;N;N;N;
1335;00:13:35;0;13;35;N;N;N;N;N;
1336;00:13:36;0;13;36;N;N;N;N;N;
1337;00:13:37;0;13;37;N;N;N;N;N;
1341;00:13:41;0;13;41;N;N;N;N;N;
1342;00:13:42;0;13;42;N;N;N;N;N;
1343;00:13:43;0;13;43;N;N;N;N;N;
1346;00:13:46;0;13;46;N;N;N;N;N;
1348;00:13:48;0;13;48;N;N;N;N;N;
1349;00:13:49;0;13;49;N;N;N;N;N;
1351;00:13:51;0;13;51;N;N;N;N;N;
1352;00:13:52;0;13;52;N;N;N;N;N;
1354;00:13:54;0;13;54;N;N;N;N;N;
1358;00:13:58;0;13;58;N;N;N;N;N;
1359;00:13:59;0;13;59;N;N;N;N;N;
1400;00:14:00;0;14;0;N;N;N;N;N;
1401;00:14:01;0;14;1;N;N;N;N;N;
1403;00:14:03;0;14;3;N;N;N;N;N;
1405;00:14:05;0;14;5;N;N;N;N;N;
1406;00:14:06;0;14;6;N;N;N;N;N;
1410;00:14:10;0;14;10;N;N;N;N;N;
1411;00:14:11;0;14;11;N;N;N;N;N;
1413;00:14:13;0;14;13;N;N;N;N;N;
1415;00:14:15;0;14;15;N;N;N;N;N;
1416;00:14:16;0;14;16;N;N;N;N;N;
1417;00:14:17;0;14;17;N;N;N;N;N;
1419;00:14:19;0;14;19;N;N;N;N;N;
1422;00:14:22;0;14;22;N;N;N;N;N;
1424;00:14:24;0;14;24;N;N;N;N;N;
1425;00:14:25;0;14;25;N;N;N;N;N;
1427;00:14:27;0;14;27;N;N;N;N;N;
1428;00:14:28;0;14;28;N;N;N;N;N;
1431;00:14:31;0;14;31;N;N;N;N;N;
1433;00:14:33;0;14;33;N;N;N;N;N;
1434;00:14:34;0;14;34;N;N;N;N;N;
1435;00:14:35;0;14;35;N;N;N;N;N;
1439;00:14:39;0;14;39;N;N;N;N;N;
1440;00:14:40;0;14;40;N;N;N;N;N;
1442;00:14:42;0;14;42;N;N;N;N;N;
1443;00:14:43;0;14;43;N;N;N;N;N;
1445;00:14:45;0;14;45;N;N;N;N;N;
1447;00:14:47;0;14;47;N;N;N;N;N;
1448;00:14:48;0;14;48;N;N;N;N;N;
1449;00:14:49;0;14;49;N;N;N;N;N;
1453;00:14:53;0;14;53;N;N;N;N;N;
1455;00:14:55;0;14;55;N;N;N;N;N;
1457;00:14:57;0;14;57;N;N;N;N;N;
1458;00:14:58;0;14;58;N;N;N;N;N;
1459;00:14:59;0;14;59;N;N;N;N;N;
1500;00:15:00;0;15;0;N;N;N;N;N;
1501;00:15:01;0;15;1;N;N;N;N;N;
1505;00:15:05;0;15;5;N;N;N;N;N;
1507;00:15:07;0;15;7;N;N;N;N;N;
1509;00:15:09;0;15;9;N;N;N;N;N;
1510;00:15:10;0;15;10;N;N;N;N;N;
1512;00:15:12;0;15;12;N;N;N;N;N;
1513;00:15:13;0;15;13;N;N;N;N;N;
1516;00:15:16;0;15;16;N;N;N;N;N;
1517;00:15:17;0;15;17;N;N;N;N;N;
1518;00:15:18;0;15;18;N;N;N;N;N;
1522;00:15:22;0;15;22;N;N;N;N;N;
1523;00:15:23;0;15;23;N;N;N;N;N;
1524;00:15:24;0;15;24;N;N;N;N;N;
1527;00:15:27;0;15;27;N;N;N;N;N;
1529;00:15:29;0;15;29;N;N;N;N;N;
1530;00:15:30;0;15;30;N;N;N;N;N;
1531;00:15:31;0;15;31;N;N;N;N;N;
1533;00:15:33;0;15;33;N;N;N;N;N;
1535;00:15:35;0;15;35;N;N;N;N;N;
1539;00:15:39;0;15;39;N;N;N;N;N;
1540;00:15:40;0;15;40;N;N;N;N;N;
1541;00:15:41;0;15;41;N;N;N;N;N;
1542;00:15:42;0;15;42;N;N;N;N;N;
1543;00:15:43;0;15;43;N;N;N;N;N;
1546;00:15:46;0;15;46;N;N;N;N;N;
1547;00:15:47;0;15;47;N;N;N;N;N;
1551;00:15:51;0;15;51;N;N;N;N;N;
1552;00:15:52;0;15;52;N;N;N;N;N;
1554;00:15:54;0;15;54;N;N;N;N;N;
1555;00:15:55;0;15;55;N;N;N;N;N;
1557;00:15:57;0;15;57;N;N;N;N;N;
1558;00:15:58;0;15;58;N;N;N;N;N;
1600;00:16:00;0;16;0;N;N;N;N;N;
1603;00:16:03;0;16;3;N;N;N;N;N;
1605;00:16:05;0;16;5;N;N;N;N;N;
1606;00:16:06;0;16;6;N;N;N;N;N;
1607;00:16:07;0;16;7;N;N;N;N;N;
1609;00:16:09;0;16;9;N;N;N;N;N;
1612;00:16:12;0;16;12;N;N;N;N;N;
1613;00:16:13;0;16;13;N;N;N;N;N;
1615;00:16:15;0;16;15;N;N;N;N;N;
1616;00:16:16;0;16;16;N;N;N;N;N;
1619;00:16:19;0;16;19;N;N;N;N;N;
1621;00:16:21;0;16;21;N;N;N;N;N;
1623;00:16:23;0;16;23;N;N;N;N;N;
1624;00:16:24;0;16;24;N;N;N;N;N;
1625;00:16:25;0;16;25;N;N;N;N;N;
1628;00:16:28;0;16;28;N;N;N;N;N;
1629;00:16:29;0;16;29;N;N;N;N;N;
1630;00:16:30;0;16;30;N;N;N;N;N;
1634;00:16:34;0;16;34;N;N;N;N;N;
1636;00:16:36;0;16;36;N;N;N;N;N;
1637;00:16:37;0;16;37;N;N;N;N;N;
1639;00:16:39;0;16;39;N;N;N;N;N;
1640;00:16:40;0;16;40;N;N;N;N;N;
1641;00:16:41;0;16;41;N;N;N;N;N;
1642;00:16:42;0;16;42;N;N;N;N;N;
1646;00:16:46;0;16;46;N;N;N;N;N;
1648;00:16:48;0;16;48;N;N;N;N;N;
1649;00:16:49;0;16;49;N;N;N;N;N;
1651;00:16:51;0;16;51;N;N;N;N;N;
1653;00:16:53;0;16;53;N;N;N;N;N;
1654;00:16:54;0;16;54;N;N;N;N;N;
1657;00:16:57;0;16;57;N;N;N;N;N;
1658;00:16:58;0;16;58;N;N;N;N;N;
1659;00:16:59;0;16;59;N;N;N;N;N;
1703;00:17:03;0;17;3;N;N;N;N;N;
1704;00:17:04;0;17;4;N;N;N;N;N;
1705;00:17:05;0;17;5;N;N;N;N;N;
1707;00:17:07;0;17;7;N;N;N;N;N;
1710;00:17:10;0;17;10;N;N;N;N;N;
1711;00:17:11;0;17;11;N;N;N;N;N;
1712;00:17:12;0;17;12;N;N;N;N;N;
1713;00:17:13;0;17;13;N;N;N;N;N;
1716;00:17:16;0;17;16;N;N;N;N;N;
1719;00:17:19;0;17;19;N;N;N;N;N;
1721;00:17:21;0;17;21;N;N;N;N;N;
1722;00:17:22;0;17;22;N;N;N;N;N;
1723;00:17:23;0;17;23;N;N;N;N;N;
1724;00:17:24;0;17;24;N;N;N;N;N;
1727;00:17:27;0;17;27;N;N;N;N;N;
1728;00:17:28;0;17;28;N;N;N;N;N;
1731;00:17:31;0;17;31;N;N;N;N;N;
1733;00:17:33;0;17;33;N;N;N;N;N;
1735;00:17:35;0;17;35;N;N;N;N;N;
1736;00:17:36;0;17;36;N;N;N;N;N;
1737;00:17:37;0;17;37;N;N;N;N;N;
1739;00:17:39;0;17;39;N;N;N;N;N;
1741;00:17:41;0;17;41;N;N;N;N;N;
1743;00:17:43;0;17;43;N;N;N;N;N;
1746;00:17:46;0;17;46;N;N;N;N;N;
1747;00:17:47;0;17;47;N;N;N;N;N;
1748;00:17:48;0;17;48;N;N;N;N;N;
1749;00:17:49;0;17;49;N;N;N;N;N;
1753;00:17:53;0;17;53;N;N;N;N;N;
1754;00:17:54;0;17;54;N;N;N;N;N;
1755;00:17:55;0;17;55;N;N;N;N;N;
1757;00:17:57;0;17;57;N;N;N;N;N;
1800;00:18:00;0;18;0;N;N;N;N;N;
1801;00:18:01;0;18;1;N;N;N;N;N;
1804;00:18:04;0;18;4;N;N;N;N;N;
1805;00:18:05;0;18;5;N;N;N;N;N;
1806;00:18:06;0;18;6;N;N;N;N;N;
1809;00:18:09;0;18;9;N;N;N;N;N;
1810;00:18:10;0;18;10;N;N;N;N;N;
1811;00:18:11;0;18;11;N;N;N;N;N;
1815;00:18:15;0;18;15;N;N;N;N;N;
1817;00:18:17;0;18;17;N;N;N;N;N;
1818;00:18:18;0;18;18;N;N;N;N;N;
1819;00:18:19;0;18;19;N;N;N;N;N;
1821;00:18:21;0;18;21;N;N;N;N;N;
1822;00:18:22;0;18;22;N;N;N;N;N;
1823;00:18:23;0;18;23;N;N;N;N;N;
1827;00:18:27;0;18;27;N;N;N;N;N;
1829;00:18:29;0;18;29;N;N;N;N;N;
1830;00:18:30;0;18;30;N;N;N;N;N;
1831;00:18:31;0;18;31;N;N;N;N;N;
1834;00:18:34;0;18;34;N;N;N;N;N;
1835;00:18:35;0;18;35;N;N;N;N;N;
1837;00:18:37;0;18;37;N;N;N;N;N;
1839;00:18:39;0;18;39;N;N;N;N;N;
1840;00:18:40;0;18;40;N;N;N;N;N;
1843;00:18:43;0;18;43;N;N;N;N;N;
1845;00:18:45;0;18;45;N;N;N;N;N;
1846;00:18:46;0;18;46;N;N;N;N;N;
1848;00:18:48;0;18;48;N;N;N;N;N;
1851;00:18:51;0;18;51;N;N;N;N;N;
1852;00:18:52;0;18;52;N;N;N;N;N;
1853;00:18:53;0;18;53;N;N;N;N;N;
1854;00:18:54;0;18;54;N;N;N;N;N;
1857;00:18:57;0;18;57;N;N;N;N;N;
1900;00:19:00;0;19;0;N;N;N;N;N;
1901;00:19:01;0;19;1;N;N;N;N;N;
1903;00:19:03;0;19;3;N;N;N;N;N;
1904;00:19:04;0;19;4;N;N;N;N;N;
1905;00:19:05;0;19;5;N;N;N;N;N;
1907;00:19:07;0;19;7;N;N;N;N;N;
1910;00:19:10;0;19;10;N;N;N;N;N;
1911;00:19:11;0;19;11;N;N;N;N;N;
1912;00:19:12;0;19;12;N;N;N;N;N;
1915;00:19:15;0;19;15;N;N;N;N;N;
1916;00:19:16;0;19;16;N;N;N;N;N;
1917;00:19:17;0;19;17;N;N;N;N;N;
1918;00:19:18;0;19;18;N;N;N;N;N;
1919;00:19:19;0;19;19;N;N;N;N;N;
1922;00:19:22;0;19;22;N;N;N;N;N;
1924;00:19:24;0;19;24;N;N;N;N;N;
1925;00:19:25;0;19;25;N;N;N;N;N;
1926;00:19:26;0;19;26;N;N;N;N;N;
1928;00:19:28;0;19;28;N;N;N;N;N;
1929;00:19:29;0;19;29;N;N;N;N;N;
1930;00:19:30;0;19;30;N;N;N;N;N;
1931;00:19:31;0;19;31;N;N;N;N;N;
1935;00:19:35;0;19;35;N;N;N;N;N;
1937;00:19:37;0;19;37;N;N;N;N;N;
1938;00:19:38;0;19;38;N;N;N;N;N;
1939;00:19:39;0;19;39;N;N;N;N;N;
1940;00:19:40;0;19;40;N;N;N;N;N;
1941;00:19:41;0;19;41;N;N;N;N;N;
1945;00:19:45;0;19;45;N;N;N;N;N;
1946;00:19:46;0;19;46;N;N;N;N;N;
1949;00:19:49;0;19;49;N;N;N;N;N;
1950;00:19:50;0;19;50;N;N;N;N;N;
1952;00:19:52;0;19;52;N;N;N;N;N;
1953;00:19:53;0;19;53;N;N;N;N;N;
1956;00:19:56;0;19;56;N;N;N;N;N;
1957;00:19:57;0;19;57;N;N;N;N;N;
1958;00:19:58;0;19;58;N;N;N;N;N;
2001;00:20:01;0;20;1;N;N;N;N;N;
2003;00:20:03;0;20;3;N;N;N;N;N;
2004;00:20:04;0;20;4;N;N;N;N;N;
2007;00:20:07;0;20;7;N;N;N;N;N;
2009;00:20:09;0;20;9;N;N;N;N;N;
2010;00:20:10;0;20;10;N;N;N;N;N;
2012;00:20:12;0;20;12;N;N;N;N;N;
2013;00:20:13;0;20;13;N;N;N;N;N;
2014;00:20:14;0;20;14;N;N;N;N;N;
2019;00:20:19;0;20;19;N;N;N;N;N;
2020;00:20:20;0;20;20;N;N;N;N;N;
2021;00:20:21;0;20;21;N;N;N;N;N;
2022;00:20:22;0;20;22;N;N;N;N;N;
2024;00:20:24;0;20;24;N;N;N;N;N;
2026;00:20:26;0;20;26;N;N;N;N;N;
2027;00:20:27;0;20;27;N;N;N;N;N;
2030;00:20:30;0;20;30;N;N;N;N;N;
2032;00:20:32;0;20;32;N;N;N;N;N;
2034;00:20:34;0;20;34;N;N;N;N;N;
2036;00:20:36;0;20;36;N;N;N;N;N;
2037;00:20:37;0;20;37;N;N;N;N;N;
2038;00:20:38;0;20;38;N;N;N;N;N;
2040;00:20:40;0;20;40;N;N;N;N;N;
2043;00:20:43;0;20;43;N;N;N;N;N;
2044;00:20:44;0;20;44;N;N;N;N;N;
2046;00:20:46;0;20;46;N;N;N;N;N;
2048;00:20:48;0;20;48;N;N;N;N;N;
2049;00:20:49;0;20;49;N;N;N;N;N;
2052;00:20:52;0;20;52;N;N;N;N;N;
2054;00:20:54;0;20;54;N;N;N;N;N;
2055;00:20:55;0;20;55;N;N;N;N;N;
2056;00:20:56;0;20;56;N;N;N;N;N;
2057;00:20:57;0;20;57;N;N;N;N;N;
2101;00:21:01;0;21;1;N;N;N;N;N;
2103;00:21:03;0;21;3;N;N;N;N;N;
2104;00:21:04;0;21;4;N;N;N;N;N;
2106;00:21:06;0;21;6;N;N;N;N;N;
2108;00:21:08;0;21;8;N;N;N;N;N;
2109;00:21:09;0;21;9;N;N;N;N;N;
2110;00:21:10;0;21;10;N;N;N;N;N;
2112;00:21:12;0;21;12;N;N;N;N;N;
2116;00:21:16;0;21;16;N;N;N;N;N;
2118;00:21:18;0;21;18;N;N;N;N;N;
2119;00:21:19;0;21;19;N;N;N;N;N;
2120;00:21:20;0;21;20;N;N;N;N;N;
2121;00:21:21;0;21;21;N;N;N;N;N;
2122;00:21:22;0;21;22;N;N;N;N;N;
2126;00:21:26;0;21;26;N;N;N;N;N;
2127;00:21:27;0;21;27;N;N;N;N;N;
2130;00:21:30;0;21;30;N;N;N;N;N;
2131;00:21:31;0;21;31;N;N;N;N;N;
2133;00:21:33;0;21;33;N;N;N;N;N;
2134;00:21:34;0;21;34;N;N;N;N;N;
2137;00:21:37;0;21;37;N;N;N;N;N;
2138;00:21:38;0;21;38;N;N;N;N;N;
2139;00:21:39;0;21;39;N;N;N;N;N;
2142;00:21:42;0;21;42;N;N;N;N;N;
2144;00:21:44;0;21;44;N;N;N;N;N;
2145;00:21:45;0;21;45;N;N;N;N;N;
2148;00:21:48;0;21;48;N;N;N;N;N;
2150;00:21:50;0;21;50;N;N;N;N;N;
2151;00:21:51;0;21;51;N;N;N;N;N;
2152;00:21:52;0;21;52;N;N;N;N;N;
2154;00:21:54;0;21;54;N;N;N;N;N;
2155;00:21:55;0;21;55;N;N;N;N;N;
2200;00:22:00;0;22;0;N;N;N;N;N;
2201;00:22:01;0;22;1;N;N;N;N;N;
2202;00:22:02;0;22;2;N;N;N;N;N;
2203;00:22:03;0;22;3;N;N;N;N;N;
2204;00:22:04;0;22;4;N;N;N;N;N;
2207;00:22:07;0;22;7;N;N;N;N;N;
2208;00:22:08;0;22;8;N;N;N;N;N;
2210;00:22:10;0;22;10;N;N;N;N;N;
2213;00:22:13;0;22;13;N;N;N;N;N;
2215;00:22:15;0;22;15;N;N;N;N;N;
2216;00:22:16;0;22;16;N;N;N;N;N;
2218;00:22:18;0;22;18;N;N;N;N;N;
2219;00:22:19;0;22;19;N;N;N;N;N;
